OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDa,Creator,EditDate,Editor,GlobalID,Shape_Leng,Shape_Area,ObservedPrcpChange,,,,
271,CARI,Lands - http://landsnet.nps.gov/tractsnet/documents/CARI/Metadata/cari_metadata.xml,Cane River Creole National Historical Park,20090728,LA,Southeast,2733428,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047922,Cane River Creole,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{48BF7440-E1C7-4797-BFEC-35FB97E731A9},,1153290.899,37,,,,
272,JAZZ,Lands - http://landsnet.nps.gov/tractsnet/documents/JAZZ/Metadata/jazz_metadata.xml,New Orleans Jazz National Historical Park,20171108,LA,Southeast,2035602,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249523,New Orleans Jazz,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{8F8239FA-3222-4F1F-B3E4-28F7F607DFEF},,28904.26104,37,,,,
273,AMIS,Lands - http://landsnet.nps.gov/tractsnet/documents/AMIS/Metadata/amis_metadata.xml,Amistad National Recreation Area,20190722,TX,Mountains,1329499,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266792,Amistad,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{BE534307-DC8F-42CF-955D-0E1CE60F2ED1},,330976091.8,21,,,,
274,ARPO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARPO/Metadata/arpo_metadata.xml,Arkansas Post National Memorial,20101213,AR,Midwest,2733432,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167744,Arkansas Post,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{96FE5B2E-C6C1-43A9-852D-C7979CB61D2D},,4505848.735,37,,,,
275,BAND,Lands - http://landsnet.nps.gov/tractsnet/documents/BAND/Metadata/band_metadata.xml,Bandelier National Monument,20160426,NM,Mountains,928874,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194464,Bandelier,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{716A1251-B396-4193-9A14-A68D21F22F5B},,207550769.2,17,,,,
276,BIBE,Lands - http://landsnet.nps.gov/tractsnet/documents/BIBE/Metadata/bibe_metadata.xml,Big Bend National Park,20180109,TX,Mountains,1377082,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239592,Big Bend,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{A8514FA7-4167-4C29-AF9D-797662285363},,4329893757,21,,,,
277,CAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVO/Metadata/cavo_metadata.xml,Capulin Volcano National Monument,20040722,NM,Mountains,936867,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047927,Capulin Volcano,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{65FE392D-B8EE-4509-9D17-D91510311F28},,4997144.042,17,,,,
278,CAVE,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVE/Metadata/cave_metadata.xml,Carlsbad Caverns National Park,20170622,NM,Mountains,904780,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047926,Carlsbad Caverns,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E0ABF1BD-87F1-4F51-872B-3BE27AE5A763},,264914338.2,17,,,,
279,GUMO,Lands - http://landsnet.nps.gov/tractsnet/documents/GUMO/Metadata/gumo_metadata.xml,Guadalupe Mountains National Park,2.02E+13,TX,Mountains,1377201,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167742,Guadalupe Mountains,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FFFCFFF7-B36A-495A-87DB-1ED0BC01AE79},,491447344.4,21,,,,
280,CHAM,Lands - http://landsnet.nps.gov/tractsnet/documents/CHAM/Metadata/cham_metadata.xml,Chamizal National Memorial,20080520,TX,Mountains,1888906,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047931,Chamizal,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{176CA5AA-32B5-4268-A260-D9902FF3BB4C},,306416.696,21,,,,
281,FODA,Lands - http://landsnet.nps.gov/tractsnet/documents/FODA/Metadata/foda_metadata.xml,Fort Davis National Historic Site,20180427,TX,Mountains,1357585,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182229,Fort Davis,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{2C4D9AC6-4904-4B7B-B309-349FC99B8171},,2836614.087,21,,,,
282,FOUN,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUN/Metadata/foun_metadata.xml,Fort Union National Monument,20070515,NM,Mountains,889156,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047966,Fort Union,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C8540637-978D-4153-842A-89D55BADAB73},,4454850.185,17,,,,
283,GICL,Lands - http://landsnet.nps.gov/tractsnet/documents/GICL/Metadata/gicl_metadata.xml,Gila Cliff Dwellings National Monument,20040510,NM,Mountains,928945,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047972,Gila Cliff Dwellings,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{A0CCAFF2-F438-4260-86C7-DCF1A8552F0E},,3510361.465,17,,,,
284,SAPU,Lands - http://landsnet.nps.gov/tractsnet/documents/SAPU/Metadata/sapu_metadata.xml,Salinas Pueblo Missions National Monument,20131126,NM,Mountains,936877,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208008,Salinas Pueblo Missions,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{EB59408E-7F91-40DC-991B-F7C7F952D1B0},,6379382.639,17,,,,
285,HOSP,Lands - http://landsnet.nps.gov/tractsnet/documents/HOSP/Metadata/hosp_metadata.xml,Hot Springs National Park,20200615,AR,Midwest,56796,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223244,Hot Springs,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{9C55B0A7-70DD-4411-B948-7CF2A0A40536},,32612774.31,37,,,,
286,CHSC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHSC/Metadata/chsc_metadata.xml,Little Rock Central High School National Historic Site,20180508,AR,Midwest,2091841,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165977,Little Rock Central High School,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{9DA5280B-2C80-484E-A52D-A0F22DB841FF},,173527.8382,37,,,,
287,FOSM,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSM/Metadata/fosm_metadata.xml,Fort Smith National Historic Site,20170314,AR,Midwest,56686,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048155,Fort Smith,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{F5D4F683-C266-422F-B0FF-21A419766FF9},,433548.5642,37,,,,
288,PERI,Lands - http://landsnet.nps.gov/tractsnet/documents/PERI/Metadata/peri_metadata.xml,Pea Ridge National Military Park,20150811,AR,Midwest,53246,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224526,Pea Ridge,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{F70F8C26-A1CD-483B-85D7-4AB98382C525},,26798846.48,37,,,,
289,BUFF,Lands - http://landsnet.nps.gov/tractsnet/documents/BUFF/Metadata/buff_metadata.xml,Buffalo National River,20200617,AR,Midwest,74272,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047916,Buffalo,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E71240F7-B8A5-4794-AC39-7550A04D094B},,580190529.8,37,,,,
290,LYJO,Lands - http://landsnet.nps.gov/tractsnet/documents/LYJO/Metadata/lyjo_metadata.xml,Lyndon B. Johnson National Historical Park,20170623,TX,Mountains,1888941,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192758,Lyndon B Johnson,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{DB59FBF1-4B6F-4D66-953B-1A027E6436E1},,8531423.959,21,,,,
291,AZRU,Lands - http://landsnet.nps.gov/tractsnet/documents/AZRU/Metadata/azru_metadata.xml,Aztec Ruins National Monument,20170622,NM,Mountains,885961,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192754,Aztec Ruins,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{AA9A28BF-FF90-42AE-860C-D483A7E775DA},,2004409.14,17,,,,
292,CACH,Lands - http://landsnet.nps.gov/tractsnet/documents/CACH/Metadata/cach_metadata.xml,Canyon de Chelly National Monument,20101214,AZ,Mountains,44981,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225688,Canyon de Chelly,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{38967039-849C-46FE-8A74-6E8EC303BF31},,548633511.3,17,,,,
293,CHCU,Lands - http://landsnet.nps.gov/tractsnet/documents/CHCU/Metadata/chcu_metadata.xml,Chaco Culture National Historical Park,20171211,NM,Mountains,936878,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209594,Chaco Culture,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{52DD2CCF-EC93-4240-9319-3FB80C9E3267},,213200931.1,17,,,,
294,ELMO,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMO/Metadata/elmo_metadata.xml,El Morro National Monument,20061211,NM,Mountains,906062,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047951,El Morro,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{55DEF3CE-B062-4D0D-949E-F1AF33FBDF51},,7738012.904,17,,,,
295,HUTR,Lands - http://landsnet.nps.gov/tractsnet/documents/HUTR/Metadata/hutr_metadata.xml,Hubbell Trading Post National Historic Site,20080513,AZ,Mountains,6092,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047988,Hubbell Trading Post,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{5BBD52A8-D2DD-4147-B2DF-C37AFBF3BC12},,983458.7269,17,,,,
296,NAVA,Lands - http://landsnet.nps.gov/tractsnet/documents/NAVA/Metadata/nava_metadata.xml,Navajo National Monument,20090713,AZ,Mountains,8538,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048406,Navajo,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{5006C0D8-6AD5-4B42-8A6E-8EE328CC01B5},,2274168.408,17,,,,
297,WACA,Lands - http://landsnet.nps.gov/tractsnet/documents/WACA/Metadata/waca_metadata.xml,Walnut Canyon National Monument,20180212,AZ,Mountains,35848,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166442,Walnut Canyon,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6550BB9B-CA6C-4F8A-9F93-C29F77CC29C6},,19671428.94,17,,,,
298,SUCR,Lands - http://landsnet.nps.gov/tractsnet/documents/SUCR/Metadata/sucr_metadata.xml,Sunset Crater Volcano National Monument,20060811,AZ,Mountains,34968,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048047,Sunset Crater Volcano,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{B1DD851E-91E5-4196-8298-47A586A627D2},,18545290.46,17,,,,
299,WUPA,Lands - http://landsnet.nps.gov/tractsnet/documents/WUPA/Metadata/wupa_metadata.xml,Wupatki National Monument,20180206,AZ,Mountains,38197,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048067,Wupatki,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{076038F5-8919-4069-827D-422A93D08593},,217110219.4,17,,,,
300,PAIS,Lands - http://landsnet.nps.gov/tractsnet/documents/PAIS/Metadata/pais_metadata.xml,Padre Island National Seashore,20180726,TX,Mountains,1383785,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239939,Padre Island,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E1CC6F42-ED44-4DBA-BC17-D5EDCC3C02A1},,668799343.6,21,,,,
301,PECO,Lands - http://landsnet.nps.gov/tractsnet/documents/PECO/Metadata/peco_metadata.xml,Pecos National Historical Park,2.02E+13,NM,Mountains,937161,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223251,Pecos,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FF23F031-8C89-4475-92A2-E7D43CE8CFA2},,41011610.6,17,,,,
302,CHIC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIC/Metadata/chic_metadata.xml,Chickasaw National Recreation Area,20180329,OK,Mountains,1101907,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047933,Chickasaw,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{08B17BBD-9386-4EEB-A8A7-D15F7A0913EB},,58919202.53,21,,,,
303,JELA,Lands - http://landsnet.nps.gov/tractsnet/documents/JELA/Metadata/jela_metadata.xml,Jean Lafitte National Historical Park and Preserve,20100611,LA,Southeast,560393,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047992,Jean Lafitte,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E4A70923-8749-4363-9E4C-F7E56272D8CD},,117145047.1,37,,,,
304,LAMR,Lands - http://landsnet.nps.gov/tractsnet/documents/LAMR/Metadata/lamr_metadata.xml,Lake Meredith National Recreation Area,20191125,TX,Mountains,1384770,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2268323,Lake Meredith,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{3EF986B7-286E-42C7-B023-80E8787FDA1E},,255197279.8,21,,,,
305,ALFL,Lands - http://landsnet.nps.gov/tractsnet/documents/ALFL/Metadata/alfl_metadata.xml,Alibates Flint Quarries National Monument,20191125,TX,Mountains,1377214,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047899,Alibates Flint Quarries,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C96D1819-19F3-423B-81F9-FACF7DCC4459},,8414268.405,21,,,,
306,RIGR,Lands - http://landsnet.nps.gov/tractsnet/documents/RIGR/Metadata/rigr_metadata.xml,Rio Grande Wild and Scenic River,20180322,TX,Mountains,2766087,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2252626,Rio Grande,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{51E9DD22-A43D-4150-A617-48B0ABD69F47},,118186366.6,21,,,,
307,PETR,Lands - http://landsnet.nps.gov/tractsnet/documents/PETR/Metadata/petr_metadata.xml,Petroglyph National Monument,2.02E+13,NM,Mountains,920404,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203272,Petroglyph,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{7EADFBBB-8BCF-401C-810B-D0BE989083CB},,43655812.06,17,,,,
308,SAAN,Lands - http://landsnet.nps.gov/tractsnet/documents/SAAN/Metadata/saan_metadata.xml,San Antonio Missions National Historical Park,20210624,TX,Mountains,1377039,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220224,San Antonio Missions,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{F27046B5-FEAB-4079-BADA-042D2DA186A3},,5264440.851,21,,,,
309,WABA,Lands - http://landsnet.nps.gov/tractsnet/documents/WABA/Metadata/waba_metadata.xml,Washita Battlefield National Historic Site,20220325,OK,Mountains,1946144,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048061,Washita Battlefield,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0B76277F-CC42-49D6-9249-3D814D556104},,1962554.211,21,,,,
310,WHSA,Lands - http://landsnet.nps.gov/tractsnet/documents/WHSA/Metadata/whsa_metadata.xml,White Sands National Park,2.02E+13,NM,Mountains,914261,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239941,White Sands,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{A4074420-82D6-4084-B265-5AA48E764D25},,850940588.2,17,,,,
311,POPO,Unofficial Boundary of Poverty Point National Monument.,Poverty Point National Monument,20131218,LA,Southeast,1888953,National Monument,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Poverty Point,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{BB942F86-6FCC-459E-A5A4-254655774884},,5667480.068,37,,,,
312,PAAL,Lands - http://landsnet.nps.gov/tractsnet/documents/PAAL/Metadata/paal_metadata.xml,Palo Alto Battlefield National Historical Park,20200914,TX,Mountains,1888952,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194485,Palo Alto Battlefield,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{9BEE0402-0B47-4EE8-99E9-F2FE771C92DA},,17236429.87,21,,,,
313,CABR,Lands - http://landsnet.nps.gov/tractsnet/documents/CABR/Metadata/cabr_metadata.xml,Cabrillo National Monument,20080828,CA,Pacific West,255957,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047918,Cabrillo,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FE421112-B77A-49B9-A92E-F9A55CE6F26E},,916420.5082,17,,,,
314,CHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIS/Metadata/chis_metadata.xml,Channel Islands National Park,20201217,CA,Pacific West,1662323,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049244,Channel Islands,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C3DF9704-4A9C-4E94-BFBB-BD445B0557BE},,1449812257,17,,,,
315,DEVA,Lands - http://landsnet.nps.gov/tractsnet/documents/DEVA/Metadata/deva_metadata.xml,Death Valley National Park,20200122,CA,Pacific West,857501,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209590,Death Valley,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{A13E2706-0884-4D08-8FB4-7AE82CBFE57D},,21544234990,17,,,,
316,GOGA,Lands - http://landsnet.nps.gov/tractsnet/documents/GOGA/Metadata/goga_metadata.xml,Golden Gate National Recreation Area,20150420,CA,Pacific West,255952,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221820,Golden Gate,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{1A4D0DBF-DA4B-44E5-8A5C-155E59F62509},,535132454.9,17,,,,
317,KALA,Lands - http://landsnet.nps.gov/tractsnet/documents/KALA/Metadata/kala_metadata.xml,Kalaupapa National Historical Park,20090115,HI,Pacific West,365030,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047996,Kalaupapa,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{B644755C-A099-4F2D-8635-5B02865C936A},,49785906.74,-19,,,,
318,FOPO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPO/Metadata/fopo_metadata.xml,Fort Point National Historic Site,20100224,CA,Pacific West,1655639,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049236,Fort Point,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{DA859903-235E-4AAA-9233-E46E05186977},,162800.9206,17,,,,
319,EUON,Lands - http://landsnet.nps.gov/tractsnet/documents/EUON/Metadata/euon_metadata.xml,Eugene O'Neill National Historic Site,20090514,CA,Pacific West,1888915,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048393,Eugene O'Neill,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{D641AA71-2F6C-48F8-8730-39B5CC4B7AE5},,85735.63302,17,,,,
320,GRCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRCA/Metadata/grca_metadata.xml,Grand Canyon National Park,20210108,AZ,Mountains,23866,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209617,Grand Canyon,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{B9CD01DA-50BC-467F-9B36-4F1E8817FD88},,7487847410,17,,,,
321,PUHO,Lands - http://landsnet.nps.gov/tractsnet/documents/PUHO/Metadata/puho_metadata.xml,Pu'uhonua o Honaunau National Historical Park,20120113,HI,Pacific West,358732,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182236,Pu`uhonua O Honaunau,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{706A8424-46BA-43D4-AAD5-D95C1AEAEFF3},,1927680.386,-19,,,,
322,HALE,Lands - http://landsnet.nps.gov/tractsnet/documents/HALE/Metadata/hale_metadata.xml,Haleakala National Park,2.02E+13,HI,Pacific West,358382,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185783,Haleakala,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{07C9F943-A4A8-4E20-B7DA-4442511DB204},,157378761.8,-19,,,,
323,HAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/HAVO/Metadata/havo_metadata.xml,Hawai'i Volcanoes National Park,20220303,HI,Pacific West,365210,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165326,Hawaii Volcanoes,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{5EB8C33D-7DC1-4966-B5A7-D063FEA5B8AC},,1682971753,-19,,,,
324,PUHE,Lands - http://landsnet.nps.gov/tractsnet/documents/PUHE/Metadata/puhe_metadata.xml,Pu'ukohola Heiau National Historic Site,20080618,HI,Pacific West,1877550,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048187,Puukohola Heiau,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{DFD116F5-5960-4A1F-8377-908F64A75450},,396784.4727,-19,,,,
325,KAHO,Lands - http://landsnet.nps.gov/tractsnet/documents/KAHO/Metadata/kaho_metadata.xml,Kaloko-Honokohau National Historical Park,20190508,HI,Pacific West,1879023,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181917,Kaloko-Honokohau,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{A44BECE6-8212-4A4E-AEB9-3CC1AF1D41F2},,5746560.731,-19,,,,
326,JOTR,Lands - http://landsnet.nps.gov/tractsnet/documents/JOTR/Metadata/jotr_metadata.xml,Joshua Tree National Park,20190613,CA,Pacific West,277261,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048550,Joshua Tree,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{1E6E4509-069B-4397-8FA4-3AF9220EFA9E},,4698082882,17,,,,
327,LAKE,Lands - http://landsnet.nps.gov/tractsnet/documents/LAKE/Metadata/lake_metadata.xml,Lake Mead National Recreation Area,20230317,AZ,Pacific West,858265,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210708,Lake Mead,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{60ABA269-8940-42A6-AD1F-DAB43D86D709},,9249256338,17,,,,
328,MOJA,Lands - http://landsnet.nps.gov/tractsnet/documents/MOJA/Metadata/moja_metadata.xml,Mojave National Preserve,2.02E+13,CA,Pacific West,1888945,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223248,Mojave,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{899512BB-D9B3-41F7-9319-A3F429967FD1},,9627303592,17,,,,
329,LAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/LAVO/Metadata/lavo_metadata.xml,Lassen Volcanic National Park,20150819,CA,Pacific West,262325,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224525,Lassen Volcanic,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{838ED13E-FD4B-4CC1-9383-00A974078FDF},,753097653.7,17,,,,
330,LABE,Lands - http://landsnet.nps.gov/tractsnet/documents/LABE/Metadata/labe_metadata.xml,Lava Beds National Monument,20110906,CA,Pacific West,262358,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2175724,Lava Beds,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{3EED51F2-178B-45F6-A82D-D5BAE1421474},,340718248.6,17,,,,
331,GRBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRBA/Metadata/grba_metadata.xml,Great Basin National Park,20090910,NV,Pacific West,862430,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048548,Great Basin,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{14584859-38D5-4007-91C7-EBC0099B0D6D},,515901035.9,17,,,,
332,PEFO,Lands - http://landsnet.nps.gov/tractsnet/documents/PEFO/Metadata/pefo_metadata.xml,Petrified Forest National Park,2.02E+13,AZ,Mountains,23864,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209625,Petrified Forest,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{858A821A-DFBC-4BD0-B595-2A90C1C04325},,1347243522,17,,,,
333,PINN,Lands - http://landsnet.nps.gov/tractsnet/documents/PINN/Metadata/pinn_metadata.xml,Pinnacles National Park,20140205,CA,Pacific West,247533,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208014,Pinnacles,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{8B3CCAFA-B755-4923-B404-4BB22805BB6E},,167545646.6,17,,,,
334,RORI,Lands - http://landsnet.nps.gov/tractsnet/documents/RORI/Metadata/rori_metadata.xml,Rosie the Riveter/World War II Home Front National Historical Park,20100517,CA,Pacific West,2026588,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165602,Rosie the Riveter WWII Home Front,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{EC0763B0-83EB-4781-8C5B-13073316A47F},,971229.5799,17,,,,
335,JOMU,Lands - http://landsnet.nps.gov/tractsnet/documents/JOMU/Metadata/jomu_metadata.xml,John Muir National Historic Site,20191216,CA,Pacific West,226274,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169651,John Muir,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{94098CA3-CF3F-4FAA-AD78-7A520B73D0AE},,2242426.74,17,,,,
336,MUWO,Lands - http://landsnet.nps.gov/tractsnet/documents/MUWO/Metadata/muwo_metadata.xml,Muir Woods National Monument,20190918,CA,Pacific West,229295,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185780,Muir Woods,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{14389C4B-7B07-4BF9-9567-6084D92E9BD8},,3614087.059,17,,,,
337,PORE,Lands - http://landsnet.nps.gov/tractsnet/documents/PORE/Metadata/pore_metadata.xml,Point Reyes National Seashore,20051025,CA,Pacific West,234493,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239938,Point Reyes,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{84E501F9-CA4C-4091-9064-451B30560B8C},,469817811.6,17,,,,
338,SAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/SAMO/Metadata/samo_metadata.xml,Santa Monica Mountains National Recreation Area,20200407,CA,Pacific West,277263,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2272445,Santa Monica Mountains,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{486F8B36-F956-4255-99A5-C1BBD067675B},,909865167.8,17,,,,
